Order_Date,Priority,Quantity,Sales,Discount,Profit,Unit_Price,Shipping_Cost,Transportation,Customer_Name,Country,Region,State,City,Store_Name,Customer_Segment,Product_Category,Product_Sub_Category,Product_Container,Product_ID,Order_ID,Supplier,Expected_Date,Ship_Date
20/06/14,High,45,916.58,0.03,85.248,22.24,1.99,Regular Air,Amit Singh ,India,East,West Bengal,Baidyabati,Andrews,Small Business,Technology,Computer Peripherals,Small Pack,P1104,20102,Argot,24/06/14,27/06/14
20/06/14,Low,30,496.08,0.04,-13.787,11.58,6.97,Regular Air,Madhura Fernandes ,India,East,West Bengal,Bhadreswar,Perez,Home Office,Office Supplies,Envelopes,Small Box,P860,48998,Global Source,01/07/14,16/08/14
20/06/14,High,50,251.28,0.01,-38.736,3.57,4.17,Express Air,Arjun Kawale ,India,East,West Bengal,Kenda,Edwards,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,P238,51556,Elan,26/06/14,13/08/14
21/06/14,Low,44,3509.46,0,902.752,55.48,6.79,Regular Air,Vivek Nithal ,India,South,Andhra Pradesh,Vizianagaram,Smith,Consumer,Office Supplies,Paper,Small Box,P399,10212,Elan,29/06/14,20/07/14
21/06/14,Urgent,88,2794.72,0.06,473.158,22.84,5.47,Regular Air,Vikas Gautam ,India,South,Andhra Pradesh,Tadpatri,Gonzalez,Corporate,Office Supplies,Paper,Small Box,P1176,47203,Global Source,28/06/14,15/08/14
21/06/14,Not Specified,108,873.38,0.06,-83.007,8.6,6.19,Regular Air,Sudhanshu Madan ,India,North,Chhattisgarh,Korba,Shaw,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P224,2373,Alibaba,02/07/14,05/08/14
21/06/14,High,220,3192.96,0.08,-154.1408,20.99,3.3,Express Air,Asim Mane ,India,North,Chhattisgarh,Bemetara,Garden,Home Office,Technology,Telephones and Communication,Small Pack,P92,27111,Elan,30/06/14,29/07/14
21/06/14,Urgent,8,355.24,0.04,-60.04,15.98,4,Regular Air,N S ,India,West,Gujarat,Tharad,Gonzalez,Corporate,Technology,Computer Peripherals,Small Box,P730,47203,Merxin,24/06/14,31/07/14
21/06/14,Not Specified,144,1310.07,0.06,-50.7265,8.6,6.19,Regular Air,Kekada Chaurasia ,India,South,Karnataka,Raichur,Shaw,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P224,2373,Alibaba,30/06/14,07/08/14
21/06/14,Low,66,5264.19,0,846.33,55.48,6.79,Regular Air,C p ,India,West,Maharashtra,Udgir,Smith,Consumer,Office Supplies,Paper,Small Box,P399,10212,Elan,29/06/14,11/07/14
21/06/14,Urgent,16,355.24,0.04,-48.032,15.98,4,Regular Air,Sheeva Kolhe ,India,West,Maharashtra,Vite,Gonzalez,Corporate,Technology,Computer Peripherals,Small Box,P730,47203,Merxin,28/06/14,07/08/14
21/06/14,High,220,3192.96,0.08,-115.6056,20.99,3.3,Express Air,Sreedhar Kharbanda ,India,North,Rajasthan,Pali,Garden,Home Office,Technology,Telephones and Communication,Small Pack,P92,27111,Elan,26/06/14,20/08/14
21/06/14,Urgent,88,4192.08,0.06,506.955,22.84,5.47,Regular Air,Dhanbir S ,India,East,Uttar Pradesh,Nihtaur,Gonzalez,Corporate,Office Supplies,Paper,Small Box,P1176,47203,Global Source,03/07/14,03/08/14
22/06/14,Medium,48,14198.28,0.07,2606.985,125.99,8.08,Regular Air,Gursidappa Siva Rama Kumar Vavilala ,India,South,Andhra Pradesh,Rajahmundry,Carter,Small Business,Technology,Telephones and Communication,Small Box,P743,35841,Compu Point,03/07/14,15/07/14
22/06/14,High,4,617,0.07,-105.776,20.34,35,Regular Air,Jeevan Shaikh ,India,North East,Assam,Guwahati,Turner,Small Business,Office Supplies,Storage & Organization,Large Box,P1058,33635,Consolidated,30/06/14,10/07/14
22/06/14,Medium,188,26487.24,0.08,2106.864,125.99,4.2,Regular Air,Sanjeev Balakrishnan ,India,North,Haryana,Palwal,Mills,Consumer,Technology,Telephones and Communication,Small Box,P651,34565,Elan,30/06/14,05/08/14
22/06/14,Medium,188,26487.24,0.08,1975.185,125.99,4.2,Regular Air,Amit Wagh ,India,North,Haryana,Sirsa,Mills,Consumer,Technology,Telephones and Communication,Small Box,P651,34565,Elan,02/07/14,28/06/14
22/06/14,Medium,26,2106.4,0.1,408.102,31.78,1.99,Regular Air,Sachin PANDEY ,India,South,Karnataka,Harihar,Fisher,Consumer,Technology,Computer Peripherals,Small Pack,P762,15335,Global Source,02/07/14,31/07/14
22/06/14,Not Specified,141,2440.48,0.1,621.8413,20.98,1.49,Regular Air,Gian Venkata Rao ,India,West,Maharashtra,Mehekar,Griffin,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,P220,36706,Elan,26/06/14,31/07/14
22/06/14,Not Specified,188,3660.72,0.1,694.9991,20.98,1.49,Regular Air,Akanksha Inamdar ,India,North East,Mizoram,Lunglei,Griffin,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,P220,36706,Elan,26/06/14,12/07/14
22/06/14,Medium,104,2106.4,0.1,264.066,31.78,1.99,Regular Air,Shashikant Dharne ,India,North,Rajasthan,Bhilwara,Fisher,Consumer,Technology,Computer Peripherals,Small Pack,P762,15335,Global Source,04/07/14,28/06/14
22/06/14,Medium,192,66400.96,0.04,4596.765,243.98,43.32,Delivery Truck,Anurag Babu Popur ,India,North,Rajasthan,Bikaner,Spencer,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,P615,47527,Elan,28/06/14,01/07/14
22/06/14,Medium,192,33200.48,0.04,3677.412,243.98,43.32,Delivery Truck,Dhiraj Bass ,India,South,Tamil Nadu,Tiruvettipuram,Spencer,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,P615,47527,Elan,30/06/14,19/07/14
22/06/14,High,105,1184.02,0,216.018,12.22,2.85,Regular Air,Suresh Mukherjee ,India,South,Tamil Nadu,Hosur,Reynolds,Corporate,Furniture,Office Furnishings,Small Pack,P152,56677,Ningbo,01/07/14,14/08/14
22/06/14,High,4,462.75,0.07,-115.392,20.34,35,Regular Air,Hari Kokate ,India,East,Uttar Pradesh,Pilibhit,Turner,Small Business,Office Supplies,Storage & Organization,Large Box,P1058,33635,Consolidated,28/06/14,23/06/14
22/06/14,Medium,240,21297.42,0.07,2027.655,125.99,8.08,Regular Air,T Chavan ,India,East,Uttar Pradesh,Agra,Carter,Small Business,Technology,Telephones and Communication,Small Box,P743,35841,Compu Point,03/07/14,02/08/14
22/06/14,High,105,1776.03,0,156.013,12.22,2.85,Regular Air,Mahendra Magjikodi ,India,East,West Bengal,Raniganj,Reynolds,Corporate,Furniture,Office Furnishings,Small Pack,P152,56677,Ningbo,01/07/14,14/07/14
23/06/14,Medium,25,432.86,0.07,-117.6,6.48,6.74,Regular Air,D Bhargava ,India,South,Andhra Pradesh,Rajahmundry,Hall,Corporate,Office Supplies,Paper,Small Box,P1246,28454,Global Source,05/07/14,01/07/14
23/06/14,Urgent,8,2100.04,0.06,-500.0094,115.99,5.26,Regular Air,G. Parkar ,India,North,Delhi,Alipur,Bailey,Home Office,Technology,Telephones and Communication,Small Box,P61,33632,Merxin,28/06/14,17/07/14
23/06/14,Low,4,55.44,0.06,-18.648,6.48,7.86,Regular Air,Gurdeep Varghese ,India,South,Karnataka,Hubli,Sims,Corporate,Office Supplies,Paper,Small Box,P1244,45670,Argot,29/06/14,13/07/14
23/06/14,Low,4,110.88,0.06,-18.648,6.48,7.86,Regular Air,G Tripathy ,India,South,Kerala,Alappuzha,Sims,Corporate,Office Supplies,Paper,Small Box,P1244,45670,Argot,29/06/14,19/08/14
23/06/14,Medium,50,649.29,0.07,-117.6,6.48,6.74,Regular Air,Venkateswara Aradala ,India,North East,Meghalaya,Shillong,Hall,Corporate,Office Supplies,Paper,Small Box,P1246,28454,Global Source,01/07/14,09/08/14
23/06/14,Urgent,8,3150.06,0.06,-305.5613,115.99,5.26,Regular Air,Prasun Uppal ,India,North,Uttarakhand,Laksar,Bailey,Home Office,Technology,Telephones and Communication,Small Box,P61,33632,Merxin,28/06/14,17/08/14
24/06/14,Medium,21,115.47,0.06,-0.2415,3.8,1.49,Regular Air,Naveen Qadeer ,India,East,Bihar,Begusarai,Myers,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P397,47367,Dalian,01/07/14,21/07/14
24/06/14,High,76,6204.9,0.02,178.455,39.99,10.25,Express Air,Himanshu Jhala ,India,East,Bihar,Bihar Sharif,Carroll,Home Office,Technology,Computer Peripherals,Small Box,P1264,56161,Elan,01/07/14,01/08/14
24/06/14,Medium,36,673.65,0.02,-147.1316,20.99,3.3,Regular Air,Mahendra Narwal ,India,North,Chhattisgarh,Dhamtari,Mcdonald,Corporate,Technology,Telephones and Communication,Small Pack,P92,33537,Philo,04/07/14,09/07/14
24/06/14,High,240,3345.6,0.02,-54.978,11.97,5.81,Regular Air,Surojit Faisal ,India,Central,Chhattisgarh,Jagdalpur,Mills,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,P1005,23202,Alibaba,04/07/14,19/07/14
24/06/14,High,20,109.32,0.01,5.22,4.26,1.2,Express Air,Charan Basha ,India,Central,Chhattisgarh,Durg,Daniels,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,P384,59905,Consolidated,27/06/14,19/07/14
24/06/14,Medium,36,673.65,0.02,-178.6598,20.99,3.3,Regular Air,G Tripathy ,India,North,Delhi,Nangloi Jat,Mcdonald,Corporate,Technology,Telephones and Communication,Small Pack,P92,33537,Philo,02/07/14,14/08/14
24/06/14,High,93,791.16,0.1,64.866,4.84,0.71,Regular Air,Vinod Mofokeng ,India,North,Himachal Pradesh,Paonta Sahib,Miller,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,P8,46336,Elan,05/07/14,13/08/14
24/06/14,Low,76,897.96,0.09,-20.988,11.33,6.12,Regular Air,Amit Singh ,India,Central,Madhya Pradesh,Sagar,Phillips,Home Office,Office Supplies,Appliances,Medium Box,P600,40770,Alibaba,28/06/14,27/07/14
24/06/14,High,240,2509.2,0.02,-74.613,11.97,5.81,Regular Air,Rajesh Mondal ,India,West,Maharashtra,Satara,Mills,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,P1005,23202,Alibaba,28/06/14,04/08/14
24/06/14,Low,38,897.96,0.09,-20.988,11.33,6.12,Regular Air,Hamandeep Shenoy ,India,West,Maharashtra,Bhiwandi,Phillips,Home Office,Office Supplies,Appliances,Medium Box,P600,40770,Alibaba,02/07/14,30/07/14
24/06/14,Medium,6,57.94,0.08,2.736,3.69,0.5,Regular Air,Manish Mukherjee ,India,West,Maharashtra,Saoner,Myers,Corporate,Office Supplies,Labels,Small Box,P202,47367,Merxin,29/06/14,06/08/14
24/06/14,High,124,791.16,0.1,58.038,4.84,0.71,Regular Air,D Clay ,India,North,Rajasthan,Jaisalmer,Miller,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,P8,46336,Elan,06/07/14,20/07/14
24/06/14,Medium,28,153.96,0.06,-0.25875,3.8,1.49,Regular Air,Mitul Sharma ,India,North,Rajasthan,Kishangarh,Myers,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P397,47367,Dalian,03/07/14,27/06/14
24/06/14,Medium,18,86.91,0.08,2.964,3.69,0.5,Regular Air,Ravikant Gadde ,India,South,Tamil Nadu,Kadayanallur,Myers,Corporate,Office Supplies,Labels,Small Box,P202,47367,Merxin,05/07/14,17/07/14
24/06/14,High,15,109.32,0.01,3.132,4.26,1.2,Express Air,Rashu Sharma ,India,South,Tamil Nadu,Madurai,Daniels,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,P384,59905,Consolidated,29/06/14,12/07/14
24/06/14,Not Specified,132,3562.72,0.09,300.33,19.98,5.77,Regular Air,R Kshirsagar ,India,East,Tripura,Agartala,Woods,Home Office,Office Supplies,Paper,Small Box,P1259,56550,Compu Point,29/06/14,19/07/14
24/06/14,High,76,8273.2,0.02,202.249,39.99,10.25,Express Air,Sanjeev Madhav Jonnavittula ,India,East,Uttar Pradesh,Kasganj,Carroll,Home Office,Technology,Computer Peripherals,Small Box,P1264,56161,Elan,03/07/14,27/06/14
24/06/14,Not Specified,66,2672.04,0.09,233.59,19.98,5.77,Regular Air,Raj Chopra ,India,East,Uttar Pradesh,Bhongaon,Woods,Home Office,Office Supplies,Paper,Small Box,P1259,56550,Compu Point,27/06/14,17/07/14
24/06/14,Medium,152,425.84,0.05,-177.515,3.95,5.13,Regular Air,Ravi Sankaranarayanan ,India,North,Uttarakhand,Clement Town,Sholem,Corporate,Office Supplies,Appliances,Small Box,P635,45248,Elan,06/07/14,27/06/14
24/06/14,Medium,76,425.84,0.05,-191.17,3.95,5.13,Regular Air,Ashish Paleria ,India,East,West Bengal,Baharampur,Sholem,Corporate,Office Supplies,Appliances,Small Box,P635,45248,Elan,04/07/14,17/08/14
25/06/14,High,10,13906.44,0.02,1025.765,500.98,26,Delivery Truck,K. Rao ,India,West,Maharashtra,Pune,Dixon,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,P568,27201,Ningbo,05/07/14,08/08/14
25/06/14,High,20,20859.66,0.02,1499.195,500.98,26,Delivery Truck,Pooja Bodrul Islam ,India,East,Uttar Pradesh,Gonda,Dixon,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,P568,27201,Ningbo,03/07/14,30/07/14
26/06/14,Low,28,1748.16,0.06,-23.715,11.58,6.97,Regular Air,Gauri More ,India,South,Andhra Pradesh,Nellore,Knox,Home Office,Office Supplies,Envelopes,Small Box,P860,24007,Global Source,01/07/14,28/07/14
26/06/14,Medium,225,812.01,0.01,-233.59,4.28,6.18,Regular Air,Bhavini Mishra ,India,North,Chhattisgarh,Baloda Bazar,Texona,Home Office,Office Supplies,Paper,Small Box,P1217,807,Argot,03/07/14,26/07/14
26/06/14,Medium,20,1468.84,0.02,137.6388,24.95,2.99,Regular Air,Kaustubha Pandey ,India,Central,Chhattisgarh,Kumhari,Austin,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,P715,50532,Global Source,06/07/14,09/07/14
26/06/14,Medium,48,4979.28,0.02,739.233,35.44,5.09,Regular Air,Mani Acharya ,India,North,Jammu and Kashmir,Anantnag,Knox,Home Office,Office Supplies,Paper,Small Box,P1179,46375,Philo,04/07/14,11/07/14
26/06/14,Urgent,31,14976.48,0.08,-1424.988,218.75,69.64,Delivery Truck,Ganpat Shinde ,India,South,Kerala,Perumbavoor,Turner,Small Business,Furniture,Tables,Jumbo Box,P291,55750,Alibaba,02/07/14,26/07/14
26/06/14,High,48,886.62,0.06,45.475,17.48,1.99,Regular Air,N Roy ,India,Central,Madhya Pradesh,Guna,Davis,Small Business,Technology,Computer Peripherals,Small Pack,P757,48000,Argot,30/06/14,11/08/14
26/06/14,Medium,45,812.01,0.01,-216.905,4.28,6.18,Regular Air,Manish Kausar ,India,West,Maharashtra,Mehekar,Texona,Home Office,Office Supplies,Paper,Small Box,P1217,807,Argot,05/07/14,06/08/14
26/06/14,Medium,128,342.54,0.04,-18.629,3.95,2,Regular Air,Ajay Prasad Yogi ,India,West,Maharashtra,Sangamner,Texona,Home Office,Office Supplies,Rubber Bands,Wrap Bag,P142,807,Merxin,06/07/14,05/08/14
26/06/14,Medium,96,2489.64,0.02,778.14,35.44,5.09,Regular Air,Dipti Kamath ,India,North,Punjab,Firozpur,Knox,Home Office,Office Supplies,Paper,Small Box,P1179,46375,Philo,05/07/14,27/07/14
26/06/14,High,44,12535.08,0.06,1888.239,415.88,11.37,Regular Air,Naveen Manqele ,India,North,Rajasthan,Sawai Madhopur,Wilson,Home Office,Office Supplies,Storage & Organization,Small Box,P379,17287,Dalian,29/06/14,26/07/14
26/06/14,Medium,64,342.54,0.04,-20.062,3.95,2,Regular Air,Nilesh Badyal ,India,South,Tamil Nadu,Madurai,Texona,Home Office,Office Supplies,Rubber Bands,Wrap Bag,P142,807,Merxin,08/07/14,07/08/14
26/06/14,Medium,128,513.81,0.04,-21.495,3.95,2,Regular Air,Indraneil Shandilya ,India,South,Tamil Nadu,Vellore,Texona,Home Office,Office Supplies,Rubber Bands,Wrap Bag,P142,807,Ningbo,05/07/14,06/08/14
26/06/14,Low,112,874.08,0.06,-25.11,11.58,6.97,Regular Air,Virendra Singh ,India,South,Tamil Nadu,Rameswaram,Knox,Home Office,Office Supplies,Envelopes,Small Box,P860,24007,Global Source,07/07/14,05/08/14
26/06/14,Medium,69,795.04,0.07,-96.272,6.48,5.94,Regular Air,Bhadresh Kumar Singh ,India,South,Tamil Nadu,Avadi,Arnold,Corporate,Office Supplies,Paper,Small Box,P458,58913,Ningbo,06/07/14,27/07/14
26/06/14,Medium,23,795.04,0.07,-72.204,6.48,5.94,Regular Air,Dhanbir S ,India,South,Tamil Nadu,Vellore,Arnold,Corporate,Office Supplies,Paper,Small Box,P458,58913,Ningbo,01/07/14,18/08/14
26/06/14,Medium,160,513.81,0.04,-22.928,3.95,2,Regular Air,Ibrahim S ,India,East,Uttar Pradesh,Orai,Texona,Home Office,Office Supplies,Rubber Bands,Wrap Bag,P142,807,Ningbo,03/07/14,19/07/14
26/06/14,High,36,591.08,0.06,32.1,17.48,1.99,Regular Air,Parmeshwar Talukdar ,India,East,Uttar Pradesh,Budaun,Davis,Small Business,Technology,Computer Peripherals,Small Pack,P757,48000,Argot,08/07/14,17/07/14
26/06/14,Urgent,93,22464.72,0.08,-870.826,218.75,69.64,Delivery Truck,Puspendra Subburathina ,India,East,Uttar Pradesh,Azamgarh,Turner,Small Business,Furniture,Tables,Jumbo Box,P291,55750,Alibaba,04/07/14,25/08/14
26/06/14,High,55,18802.62,0.06,1291.953,415.88,11.37,Regular Air,Rajib D' Souza ,India,East,West Bengal,Jalpaiguri,Wilson,Home Office,Office Supplies,Storage & Organization,Small Box,P379,17287,Dalian,05/07/14,22/08/14
26/06/14,Medium,30,1468.84,0.02,122.3456,24.95,2.99,Regular Air,Tushar Shiatti ,India,East,West Bengal,Habra,Austin,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,P715,50532,Global Source,05/07/14,04/07/14
27/06/14,Low,82,3462.16,0.1,-157.612,32.98,5.5,Regular Air,Deepak Lal ,India,South,Telangana,Dornakal,Murray,Home Office,Technology,Computer Peripherals,Small Box,P859,55650,Alibaba,01/07/14,02/07/14
27/06/14,Low,123,5193.24,0.1,-225.16,32.98,5.5,Regular Air,Aniket Sharma ,India,East,West Bengal,Barasat,Murray,Home Office,Technology,Computer Peripherals,Small Box,P859,55650,Alibaba,07/07/14,04/07/14
28/06/14,Low,39,2726.58,0.02,428.272,48.04,5.09,Regular Air,M. Karandikar ,India,South,Andhra Pradesh,Kadapa,Permian,Corporate,Office Supplies,Paper,Small Box,P1165,13602,Dalian,03/07/14,05/08/14
28/06/14,Low,11,302.04,0.06,-65.607,6.48,6.22,Regular Air,Paul Dhingra ,India,South,Andhra Pradesh,Madanapalle,Gray,Home Office,Office Supplies,Paper,Small Box,P1150,54630,Ningbo,04/07/14,30/06/14
28/06/14,Low,22,402.72,0.06,-41.436,6.48,6.22,Regular Air,Vishal Gurjar ,India,East,Bihar,Koath,Gray,Home Office,Office Supplies,Paper,Small Box,P1150,54630,Ningbo,02/07/14,09/08/14
28/06/14,Low,9,1837.02,0.03,-521.244,145.45,17.85,Delivery Truck,Masood Rao ,India,West,Gujarat,Mendarda,Permian,Corporate,Technology,Office Machines,Jumbo Drum,P854,13602,Global Source,06/07/14,26/08/14
28/06/14,Not Specified,60,3091.84,0.01,296.68,46.89,5.1,Regular Air,Jaskamal Shah ,India,West,Gujarat,Vasa,Harper,Corporate,Office Supplies,Appliances,Medium Box,P274,34980,Philo,10/07/14,11/08/14
28/06/14,High,46,296.8,0,-115.83375,4.13,5.34,Regular Air,Ajeet R ,India,South,Karnataka,Bidar,Weaver,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,P119,2052,Alibaba,05/07/14,01/07/14
28/06/14,High,23,593.6,0,-129.46125,4.13,5.34,Regular Air,Vikas Haider ,India,South,Karnataka,Belgaum,Weaver,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,P119,2052,Alibaba,06/07/14,22/07/14
28/06/14,Medium,52,11891.8,0.09,537.894,348.21,40.19,Delivery Truck,Vikram Vyas ,India,South,Karnataka,Bellary,Harper,Corporate,Furniture,Tables,Jumbo Box,P295,30848,Philo,07/07/14,28/07/14
28/06/14,Low,26,3635.44,0.02,321.204,48.04,5.09,Regular Air,Ravi Singh ,India,South,Kerala,Alappuzha,Permian,Corporate,Office Supplies,Paper,Small Box,P1165,13602,Dalian,10/07/14,12/07/14
28/06/14,Not Specified,87,7619.68,0.02,207.841,90.98,30,Delivery Truck,Paparam Baskaran ,India,Central,Madhya Pradesh,Morena,Hart,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,P827,42979,Elan,06/07/14,22/08/14
28/06/14,Not Specified,92,4950.54,0.09,-14.04,28.15,8.99,Express Air,Manish Ranjan ,India,West,Maharashtra,Akot,Sanchez,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,P286,15009,Ningbo,04/07/14,08/07/14
28/06/14,Not Specified,29,11429.52,0.02,131.268,90.98,30,Delivery Truck,Rajeev Singh ,India,West,Maharashtra,Mahad,Hart,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,P827,42979,Elan,01/07/14,26/08/14
28/06/14,Not Specified,184,6600.72,0.09,-14.82,28.15,8.99,Express Air,Amit Bangard ,India,North,Punjab,Bathinda,Sanchez,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,P286,15009,Ningbo,05/07/14,16/08/14
28/06/14,High,31,7282.48,0.01,189.92,40.89,18.98,Regular Air,Vikas Chakraborty ,India,North,Rajasthan,Sojat,Sims,Home Office,Furniture,Office Furnishings,Small Box,P412,2311,Global Source,02/07/14,02/08/14
28/06/14,High,93,7282.48,0.01,180.424,40.89,18.98,Regular Air,Happy Bagkar ,India,South,Tamil Nadu,Kovilpatti,Sims,Home Office,Furniture,Office Furnishings,Small Box,P412,2311,Global Source,05/07/14,08/08/14
28/06/14,Medium,65,23783.6,0.09,358.596,348.21,40.19,Delivery Truck,Venkateswara Aradala ,India,South,Tamil Nadu,Bhuvanagiri,Harper,Corporate,Furniture,Tables,Jumbo Box,P295,30848,Philo,01/07/14,14/07/14
28/06/14,Not Specified,12,3091.84,0.01,267.012,46.89,5.1,Regular Air,Jatinder Manchanda ,India,East,Uttar Pradesh,Moradabad,Harper,Corporate,Office Supplies,Appliances,Medium Box,P274,34980,Philo,04/07/14,02/08/14
28/06/14,Low,9,1837.02,0.03,-477.807,145.45,17.85,Delivery Truck,Bruno A J ,India,East,West Bengal,Naihati,Permian,Corporate,Technology,Office Machines,Jumbo Drum,P854,13602,Global Source,04/07/14,01/08/14
29/06/14,Medium,240,8235.24,0.01,1171.107,35.99,0.99,Regular Air,Sayee Saxena ,India,South,Telangana,Serilingampalle,Warren,Small Business,Technology,Telephones and Communication,Small Pack,P86,11584,Elan,02/07/14,20/08/14
29/06/14,Medium,48,8235.24,0.01,1589.3595,35.99,0.99,Regular Air,Mukund Singh ,India,South,Karnataka,Mulki,Warren,Small Business,Technology,Telephones and Communication,Small Pack,P86,11584,Elan,07/07/14,16/08/14
29/06/14,High,114,8161.05,0.09,659.5218,65.99,2.5,Regular Air,Anil Pandey ,India,South,Kerala,Thrissur,Ellis,Home Office,Technology,Telephones and Communication,Small Box,P52,55042,Consolidated,10/07/14,07/07/14
29/06/14,High,190,8161.05,0.09,800.8479,65.99,2.5,Regular Air,Maulesh Bhatia ,India,Central,Madhya Pradesh,Morena,Ellis,Home Office,Technology,Telephones and Communication,Small Box,P52,55042,Consolidated,10/07/14,26/07/14
29/06/14,High,165,29441.12,0.09,1746.1665,195.99,4.2,Regular Air,Sarojini Patnaik ,India,East,Uttar Pradesh,Mirzapur,Shaw,Corporate,Technology,Telephones and Communication,Small Box,P711,18085,Ningbo,02/07/14,14/07/14
29/06/14,High,99,29441.12,0.09,2686.41,195.99,4.2,Regular Air,Tushar Tripathi ,India,East,West Bengal,Baharampur,Shaw,Corporate,Technology,Telephones and Communication,Small Box,P711,18085,Ningbo,07/07/14,31/07/14
30/06/14,Low,188,16094.8,0.09,948.6187,67.28,19.99,Regular Air,Smita Saxena ,India,South,Telangana,Karimnagar,Crawford,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P330,7846,Dalian,06/07/14,21/07/14
30/06/14,Medium,156,1872.36,0.05,478.656,20.99,0.99,Regular Air,Shaminder Banerjee ,India,North,Haryana,Mahendragarh,Sholem,Small Business,Technology,Telephones and Communication,Wrap Bag,P79,45861,Dalian,05/07/14,27/08/14
30/06/14,Medium,4,2203.98,0.05,-2666.365,535.64,14.7,Delivery Truck,Paul Dhingra ,India,Central,Jharkhand,Ranchi,Jordan,Home Office,Technology,Office Machines,Jumbo Drum,P454,59365,Argot,11/07/14,02/07/14
30/06/14,Low,94,8047.4,0.09,649.0549,67.28,19.99,Regular Air,Thiruma Basu ,India,North,Punjab,Patiala,Crawford,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P330,7846,Dalian,03/07/14,19/08/14
30/06/14,Medium,2,2938.64,0.05,-1543.685,535.64,14.7,Delivery Truck,Rakesh Vaghela ,India,North,Punjab,Khanna,Jordan,Home Office,Technology,Office Machines,Jumbo Drum,P454,59365,Argot,07/07/14,02/08/14
30/06/14,Not Specified,32,3186.21,0.03,-350.911,55.99,5,Regular Air,Akash Ghosh ,India,North,Rajasthan,Makrana,Lane,Consumer,Technology,Telephones and Communication,Small Pack,P95,8135,Philo,10/07/14,25/08/14
30/06/14,Not Specified,16,3186.21,0.03,-313.973,55.99,5,Regular Air,Shaminder Banerjee ,India,North,Rajasthan,Makrana,Lane,Consumer,Technology,Telephones and Communication,Small Pack,P95,8135,Philo,11/07/14,17/08/14
30/06/14,Medium,156,2808.54,0.05,351.0144,20.99,0.99,Regular Air,Vaibhav Pattewar ,India,East,West Bengal,Siliguri,Sholem,Small Business,Technology,Telephones and Communication,Wrap Bag,P79,45861,Dalian,07/07/14,28/08/14
01/07/14,Not Specified,116,765.63,0.02,-75.392,5.98,5.46,Regular Air,Santosh Kishore ,India,South,Telangana,Vikarabad,Ford,Corporate,Office Supplies,Paper,Small Box,P1220,18471,Merxin,08/07/14,25/07/14
01/07/14,Not Specified,148,1246.56,0,69.615,5.98,0.96,Regular Air,Rajnish Katke ,India,East,Bihar,Munger,Ford,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,P791,18471,Consolidated,07/07/14,20/07/14
01/07/14,Not Specified,29,765.63,0.02,-61.256,5.98,5.46,Regular Air,Naveen Nelutla ,India,East,Bihar,Gaya,Ford,Corporate,Office Supplies,Paper,Small Box,P1220,18471,Merxin,08/07/14,21/08/14
01/07/14,High,100,214.48,0.03,29.52,3.93,0.99,Regular Air,Shrikant Kumar ,India,East,Bihar,Bhabua,Bray,Small Business,Office Supplies,Rubber Bands,Wrap Bag,P1008,52929,Elan,07/07/14,08/08/14
01/07/14,Urgent,8,60.96,0.06,-17.86,1.74,4.08,Regular Air,Neelkantan BALAJI ,India,Central,Chhattisgarh,Mungeli,Perry,Corporate,Furniture,Office Furnishings,Small Pack,P424,7043,Global Source,07/07/14,18/08/14
01/07/14,High,96,1317.6,0.05,200.304,19.23,6.15,Express Air,Alan Shiragumpi ,India,West,Gujarat,Godhra,Gibson,Corporate,Furniture,Office Furnishings,Small Pack,P465,58182,Compu Point,09/07/14,11/08/14
01/07/14,Urgent,145,56864.12,0.06,-1936.7,376.13,85.63,Delivery Truck,Sunil Singh ,India,North,Haryana,Gurgaon,Shaw,Corporate,Furniture,Tables,Jumbo Box,P297,35364,Consolidated,09/07/14,15/08/14
